"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl","lon","lat"
"RSolimeo","..worked n paid taxes in the USA for 45 years. newly retired, family guy. #Trump #AmericaFirst Lifelong #NYG #NYR #NYY, now I want to fish and golf!",1113,223,334,289,NA,"Also Deplorable Rich",2016-09-24 22:49:19,FALSE,FALSE,"RSolimeo","Southern, NJ","en","779815001611653123",5,FALSE,"http://pbs.twimg.com/profile_images/780566651850756096/MNXsZjen_normal.jpg",-74.4186628,40.7327785
"papom6417","",9375,324,13306,404,NA,"Papo",2013-05-03 22:54:42,FALSE,FALSE,"papom6417","","en","1400921024",5,FALSE,"http://pbs.twimg.com/profile_images/797213600620351488/FrJPzcqk_normal.jpg",NA,NA
"Anlizths","PATRIOT, VETERAN,#TRUMP2016,
#NoMoreRefugees,#Constitution,
#HillaryHellNo",21577,773,28489,496,NA,"Nancy Peck",2015-01-19 17:28:07,FALSE,FALSE,"Anlizths","","en","2986104832",55,FALSE,"http://pbs.twimg.com/profile_images/557229052591755264/0JDGr3i6_normal.jpeg",NA,NA
"PaulVictorSmit1","USAF VET",6195,191,10035,297,NA,"Paul Victor Smith",2016-07-30 16:57:52,FALSE,FALSE,"PaulVictorSmit1","Middlebug,Ohio","en","759432833983246340",10,FALSE,"http://pbs.twimg.com/profile_images/798301539408445442/2aQvqwqN_normal.jpg",-83.5819659,40.2924907
"theeleanordavis","",155692,4424,28188,4257,NA,"Eleanor Davis",2012-03-02 18:57:07,FALSE,FALSE,"theeleanordavis","","en","512327871",320,FALSE,"http://pbs.twimg.com/profile_images/691719825022926849/jr543JXz_normal.jpg",NA,NA
"jonburtonhx","Flawed Christian, Die Hard Originalist, Lover of Family, Liberty  (and Country before Obama)",40937,2220,9543,2429,NA,"Jon Holloway",2013-06-09 00:04:12,FALSE,FALSE,"jonburtonhx","","en","1494243673",64,FALSE,"http://pbs.twimg.com/profile_images/378800000162389079/a0685a77c38b0270fc01c59616e97812_normal.jpeg",NA,NA
"aGirlHasNo_Name","NO LISTS   WARRIOR AGAINST EVIL.   RT'may/not b an endorsement.",52060,3674,52918,3620,NA,"LissaLou",2011-02-18 18:03:36,FALSE,FALSE,"aGirlHasNo_Name"," ONE GOD","en","254145194",77,FALSE,"http://pbs.twimg.com/profile_images/755402520730537985/f3fJjJnE_normal.jpg",-70.9837778,42.0204883
"TheDissident___","The Last Rebel.",89,91,573,288,NA,"The Dissident",2015-03-15 21:12:12,FALSE,FALSE,"TheDissident___","Land of the 'Free'","en","3092152683",40,FALSE,"http://pbs.twimg.com/profile_images/804201592555732992/AViSDBPF_normal.jpg",-111.8725788,40.6242124
"mamoobonnie","Love the U. S. A. Gun toting patriot. Daughter of retired army colonel. I support our country and flag with all my heart.",21197,1989,17041,3242,NA,"Wild Fire",2012-03-04 02:34:30,FALSE,FALSE,"mamoobonnie","Bowie, TX","en","513855461",94,FALSE,"http://pbs.twimg.com/profile_images/777910198019117056/j8S3fZF__normal.jpg",-97.8486457,33.5589953
"bcwilliams92","Husband, Father, Real Estate Investor, Christian, Israel, Conservative, Constitution, Freedom Lover, news junkie, Politics, Current River, Kansas Basketball",120474,77573,106238,64712,NA,"The Billie Williams",2010-08-24 06:12:09,FALSE,FALSE,"bcwilliams92","Missouri","en","182265955",679,FALSE,"http://pbs.twimg.com/profile_images/804530480355954688/urK5Zipx_normal.jpg",-91.8318334,37.9642529
"ArlieneScher","",35,3,42,63,NA,"Arliene Scher",2011-09-28 21:19:50,FALSE,FALSE,"ArlieneScher","Hazlet, NJ","en","381741970",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png",-74.1650991,40.4289526
"BobPriceBBTX","Associate Editor and Sr. Political News Contributor for Breitbart Texas, Public Speaker, NRA Patron Life Member, Panelist on Fox 26's What's Your Point?",5261,2725,285,617,"https://t.co/LVKmYHthNr","Bob Price",2011-06-22 21:58:31,FALSE,FALSE,"BobPriceBBTX","Houston, Texas USA","en","322259108",97,FALSE,"http://pbs.twimg.com/profile_images/439065682219511808/M4ftHEC9_normal.jpeg",-95.3698028,29.7604267
"HaroldMargaret6","",26895,335,83647,459,NA,"Margaret Harold",2015-12-05 02:17:28,FALSE,FALSE,"HaroldMargaret6","Dublin City, Ireland","en","4378260195",50,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png",-6.2603097,53.3498053
"maryann_penza","Married. Common sense conservative. VP in a Financial Planning and Investment Company",13304,233,15567,107,NA,"Maryann Penza",2015-12-03 21:26:50,FALSE,FALSE,"maryann_penza","USA","en","4445830512",12,FALSE,"http://pbs.twimg.com/profile_images/718822077218844674/cJxCP3u7_normal.jpg",-95.712891,37.09024
"Red_Lion_MI6","Pro Human Rights, Media skeptic, Anti-Globalist, Veteran, Conservative Republican, Pro Judeo Christian values, Anti-Islamism, American Patriot, Anti-Jihad",694,93,634,252,NA,"Red Dawn",2016-11-15 19:06:02,FALSE,FALSE,"Red_Lion_MI6","New York, NY","en","798602977720274944",7,FALSE,"http://pbs.twimg.com/profile_images/798680441175691266/eTjz6CQc_normal.jpg",-74.0059413,40.7127837
"HawardStern","#BUILDTHEWALL #HILLARYFORPRISON   #BoycottPepsi #BoyCottGrubHub  #BoycottHamilton #BoycottKelloggs #BoycottMaybelline #BoycottCNN #BoyCottMegynKelly #MAGA Ì†ºÌ∑∫Ì†ºÌ∑∏",1413,815,828,75,NA,"Mr.TRUMP #1 !!!!",2013-02-21 14:01:09,FALSE,FALSE,"HawardStern","United States","en","1204937929",5,FALSE,"http://pbs.twimg.com/profile_images/803042749649928193/xamEmEgj_normal.jpg",-95.712891,37.09024
"WyomingConserv2","If you don't love this country you are FREE to leave. Make America Great Again",986,351,592,523,NA,"Rocky Wyo",2016-09-27 14:34:38,FALSE,FALSE,"WyomingConserv2","Wyoming, USA","en","780777673442283520",11,FALSE,"http://pbs.twimg.com/profile_images/802351493173153792/T7KhF1tk_normal.jpg",-107.2902839,43.0759678
"djss1grgr","I'M USARMY PERSIAN GULF VETERAN. MY SELF BELIEF CATHOLIC RELIGION. I LOVE TO WORK OUT. I'M SO PROUD TO BE CONSERVATIVE. I DISLIKE THE FAKE PROFILE.",45118,287,36823,88,NA,"SAMUEL GARC√çA",2014-05-17 20:40:57,FALSE,FALSE,"djss1grgr","United States","en","2502463908",322,FALSE,"http://pbs.twimg.com/profile_images/801895332103786496/3tIOUNXT_normal.jpg",-95.712891,37.09024
"bitchtitnancy","undiscovered masterpiece",1992,306,1123,370,NA,"Nancy",2013-11-21 19:03:48,FALSE,FALSE,"bitchtitnancy","The hole","en","2207670566",1,FALSE,"http://pbs.twimg.com/profile_images/804909502185078785/YQKMwJR7_normal.jpg",-115.12903,43.9469277
"GaCowGirl1","FU #AMessageFromUSToISIS Put me on a list you get blocked!",23113,595,18228,478,NA,"Deplorable CowGirl",2009-04-17 20:40:13,FALSE,FALSE,"GaCowGirl1","USA","en","32571821",20,FALSE,"http://pbs.twimg.com/profile_images/761776995042754561/gUNKQsiW_normal.jpg",-95.712891,37.09024
"Aprophet5","Christian #Constitutionalist  #BanIslam #Economy #BanChina #PJNET #NRA #2A #1a #RollTide #CCOT #Trump #MAGA #StandwithIsrael #BanSharia",12965,3418,9822,4082,NA,"Ellis",2015-06-18 19:27:57,FALSE,FALSE,"Aprophet5","United States","en","3333300262",49,FALSE,"http://pbs.twimg.com/profile_images/792742850664345600/Jo_duS0c_normal.jpg",-95.712891,37.09024
"BoycottTwitR","Constitutional Moderate, How about you? The REPUBLIC of the United States, that is our gift, don't play it too loose.
 https://t.co/xZoLfv7SqX",1345,292,1839,816,NA,"America",2009-05-31 18:32:31,FALSE,FALSE,"BoycottTwitR","","en","43730555",24,FALSE,"http://pbs.twimg.com/profile_images/799944197646192640/VOIJvjoz_normal.jpg",NA,NA
"BurdPerry","concerned American. happly married and love my wife and my country. USMC DISABLED VET.Im tired of seeing my country treated like 2nd class citizens. 1st A 2 A .",41606,960,40068,493,NA,"Deplorableperry",2015-04-26 07:13:54,FALSE,FALSE,"BurdPerry","San Antonio, TX","en","3207820942",130,FALSE,"http://pbs.twimg.com/profile_images/776438408507854848/NwmDj7Ov_normal.jpg",-98.4936282,29.4241219
"1Screamin_Eagle","",6641,295,3544,497,NA,"Screaming Eagle",2016-03-23 01:04:56,FALSE,FALSE,"1Screamin_Eagle","","en","712444988030726144",17,FALSE,"http://pbs.twimg.com/profile_images/712448833272332289/CoDlgDTl_normal.jpg",NA,NA
"KarrieFleetwood","Let go of what's gone, be grateful for what remains and look forward to what is coming! With a President Trump, it's going to be GREAT!",67452,592,17859,22,NA,"Ì†ºÌ∑∫Ì†ºÌ∑∏KarrieÌ†ºÌ∑∫Ì†ºÌ∑∏",2015-11-12 14:00:58,FALSE,FALSE,"KarrieFleetwood","New York, USA","en","4171684919",76,FALSE,"http://pbs.twimg.com/profile_images/720786596312784897/wII6ViJ0_normal.jpg",-74.0059413,40.7127837
"ldigzy","I'm a little bit skeptical. Atheist & humanist, @TempleUniv alum. I love reading, writing, coffee, calligraphy, cats, Queen, art, and US history.",2880,378,3131,243,NA,"Lauren Elizabeth",2010-10-18 04:20:51,FALSE,FALSE,"ldigzy","Pennsylvania","en","204198138",5,FALSE,"http://pbs.twimg.com/profile_images/803042180575195136/eJC78s9t_normal.jpg",-77.1945247,41.2033216
"JamieKilrain","",1142,107,7191,296,NA,"jamie kilrain",2012-01-23 23:00:54,FALSE,FALSE,"JamieKilrain","","en","472426021",3,FALSE,"http://pbs.twimg.com/profile_images/456103576377765888/UfmnKM6Y_normal.jpeg",NA,NA
"RedsAlwaysRight","Some people just need to be told when they are wrong... and that they're retarded. Government & Politics",250,40,132,99,NA,"PoliticallyIncorrect",2016-11-17 19:13:17,FALSE,FALSE,"RedsAlwaysRight","United States","en","799329579181756417",2,FALSE,"http://pbs.twimg.com/profile_images/804865109021622272/h8WRSgEm_normal.jpg",-95.712891,37.09024
"S0N0FDAD","Fa Que'All To ESTABLISHMENT!    Descendent of Button Gwinnett 4th signer-Declaration of Independence #MAGA #BLUEHAND 
                         Quite Deplorable!",32707,5135,10515,4682,NA,"Fa Que'All‚Ñ¢",2015-07-31 04:48:05,FALSE,FALSE,"S0N0FDAD","Georgia, USA","en","3396688756",76,FALSE,"http://pbs.twimg.com/profile_images/769564745200463872/Nwz_6elE_normal.jpg",-82.9000751,32.1656221
"vcegda9999","Former USAF Thud Driver, World Traveler - French, Russian, Dog & Cat Enthusiast, Conservative, NRA Gun Slinger",34924,321,31675,21,NA,"John Dodge",2013-11-08 17:55:15,FALSE,FALSE,"vcegda9999","Swamps & Desert","en","2182657752",71,FALSE,"http://pbs.twimg.com/profile_images/717728866832240640/umTRAGZw_normal.jpg",-91.0867561,40.6974519
"StirlinSilver","""Take no part in the unfruitful works of darkness, but instead expose them."" #PizzaGate #JohnMolesta",2440,711,5023,174,NA,"Man of the Year",2016-01-26 05:22:20,FALSE,FALSE,"StirlinSilver","","en","4848309999",22,FALSE,"http://pbs.twimg.com/profile_images/805074547472904192/mrKIRCBe_normal.jpg",NA,NA
"76SilenceDogood","We, the People, Resolve that Government of the People, by the People, for the People, Shall not Perish from the Earth.
https://t.co/zy7WknQTMN",4943,243,2007,252,NA,"Silence Dogood",2013-03-07 04:41:57,FALSE,FALSE,"76SilenceDogood","","en","1247921690",20,FALSE,"http://pbs.twimg.com/profile_images/3348074648/82648307e91412ef2aac3781a38778bd_normal.jpeg",NA,NA
"BeingGARIFUNA","My name is Teofilo Colon Jr (a.k.a. Tio Teo). I am a filmmaker, digital photographer & a Garifuna-American.  EMAIL: teo@beinggarifuna.com  PHONE: (646) 961-3674",9540,1300,2619,2019,"http://t.co/YosChvDQ5w","Teofilo Colon Jr",2010-04-30 10:40:06,FALSE,FALSE,"BeingGARIFUNA","New York City","en","138711523",39,FALSE,"http://pbs.twimg.com/profile_images/432505122506027008/mTTw95uI_normal.jpeg",-74.0059413,40.7127837
"Pharquire","bringing the truth & help set you are free. If my tweets are incorrect please provide verifiable proof. I will not do your research for you.",1381,186,1175,543,NA,"Thomas 'Tuge' Greer",2016-10-31 19:37:40,FALSE,FALSE,"Pharquire","Los Angeles CA","en","793175120789512192",4,FALSE,"http://pbs.twimg.com/profile_images/802629044831473666/zwZJAONc_normal.jpg",-118.2436849,34.0522342
"Deplorarable_Oz","",4038,312,4297,318,NA,"Proudly_Deplorable",2016-11-15 05:08:00,FALSE,FALSE,"Deplorarable_Oz","","en","798392083551842304",22,FALSE,"http://pbs.twimg.com/profile_images/798394618698223618/klMpbSj3_normal.jpg",NA,NA
"skb_sara","I'm a mom,entrepreneur, love anything that helps with anti-aging, working out, and staying healthy. #Trumptrain",29013,9666,27538,7287,NA,"Sara",2010-07-17 01:00:29,FALSE,FALSE,"skb_sara","California & Florida ","en","167603204",127,FALSE,"http://pbs.twimg.com/profile_images/795076704507199488/P9sMgvvd_normal.jpg",-119.4179324,36.778261
"wildstar845","Passion 4 bodybuilding & politics",746,121,543,392,NA,"AngieDeVeronica",2016-11-29 16:32:38,FALSE,FALSE,"wildstar845","New York/Florida","en","803637804588797952",3,FALSE,"http://pbs.twimg.com/profile_images/803641150196350976/AYL0TwfL_normal.jpg",-74.35682,41.3317606
"floyd_patrick","Ì†ºÌ∑∫Ì†ºÌ∑∏ Christian Conservative Constitution. #USAF Veteran. Old Man. Single Again. 0 Kids. Love My Country Ì†ºÌ∑∫Ì†ºÌ∑∏ #MAGA #2A #Military #Police Ì†ºÌ∑∫Ì†ºÌ∑∏ Gab @fpatrick Ì†ºÌ∑∫Ì†ºÌ∑∏",13548,2545,13356,2880,"https://t.co/GdL7Jnfwa5","Ì†ºÌ∑∫Ì†ºÌ∑∏POTUS Elect DJT",2011-05-24 17:04:56,FALSE,FALSE,"floyd_patrick","Rochester, NY","en","304517257",46,FALSE,"http://pbs.twimg.com/profile_images/804259405822906368/y7NVzxMk_normal.jpg",-77.6109219,43.16103
"HomerWhite","Free America! Stop corruption! Peace to All! (raise white doves - homers) 'Oh that I had wings of a dove! For then I would fly away & be at rest!' Psalm 55:6",424681,27587,13166,26564,"http://t.co/gT86aAsub3","Anna Teresa Arnold",2009-02-09 13:48:54,FALSE,FALSE,"HomerWhite","","en","20435808",959,FALSE,"http://pbs.twimg.com/profile_images/1210147776/dove_honor_normal.jpg",NA,NA
"encore_fred","Faisceau de combat.Refuse/Resiste  #UDP_Nord_Est 
#DissidenceFran√ßaise #toujoursaiglejamaisvassal #Tous1",103124,2271,19259,2366,NA,"Frederic UDP N.E.Ì†ΩÌ∞∏",2016-06-03 14:17:09,FALSE,FALSE,"encore_fred","Amn√®ville,  Lotharingie","fr","738736280624844800",233,FALSE,"http://pbs.twimg.com/profile_images/797848170369683456/wE4XnbUy_normal.jpg",6.142912,49.2599469
"nutspeed2","I like today it's fun!",41063,1670,23333,2285,NA,"Craig Nuttall",2015-02-16 18:50:47,FALSE,FALSE,"nutspeed2","GREAT fekkin BRITAIN ","en","3041272960",82,FALSE,"http://pbs.twimg.com/profile_images/804057299283275776/EXZimJ5u_normal.jpg",NA,NA
"a51894950","",2669,86,4373,124,NA,"Cheryl Ann",2014-02-15 18:07:07,FALSE,FALSE,"a51894950","","en","2345326239",4,FALSE,"http://pbs.twimg.com/profile_images/795478563218739200/UDTxy9Jo_normal.jpg",NA,NA
"sbloveless_","...full of sound and fury, signifying nothing.",1312,271,225,592,NA,"SB Loveless",2015-12-11 12:02:46,FALSE,FALSE,"sbloveless_","Hyper-Reality","en","4448088261",5,FALSE,"http://pbs.twimg.com/profile_images/792351408569843712/hLfZNQjJ_normal.jpg",NA,NA
"Dc37Deborah","I'm tired of watching politicians screw up this country. ~ Donald Trump",214130,9135,41370,8695,"https://t.co/sOIXWdsTYu","Deborah Clarkson",2012-05-24 23:30:30,FALSE,FALSE,"Dc37Deborah","A Sadly Blue State  ","en","589511830",395,FALSE,"http://pbs.twimg.com/profile_images/740892769317756929/BwjTPlpi_normal.jpg",NA,NA
"diane_smith2","Christian, Conservative in the true sense of the word. Nationalist & passionate Patriot. Zero tolerance for trolls! Trust in God and keep your powder dry!",3209,965,4512,1344,NA,"Diane Smith",2015-02-28 13:40:35,FALSE,FALSE,"diane_smith2","Anytown, USA","en","3049833302",28,FALSE,"http://pbs.twimg.com/profile_images/684486715877253120/WAliErra_normal.jpg",NA,NA
"nsaidian","‚ú®God Bless America ‚ú® #MAGA Ì†ΩÌ∫ÇÌ†ΩÌ≤®Ì†ºÌ∑∫Ì†ºÌ∑∏Ì†ºÌ∑∫Ì†ºÌ∑∏",155736,6569,84880,6342,NA,"Ì†ºÌæÑNSÌ†ºÌæÖÌ†ºÌøª",2012-04-06 00:50:05,FALSE,FALSE,"nsaidian","USA","en","546488925",226,FALSE,"http://pbs.twimg.com/profile_images/734973897511206912/9GR_KyZn_normal.jpg",-95.712891,37.09024
"sass0412","Global Traveler *Politically Active *Non-Purist * Successful Global Marketing Career * #RepealObamacare *Single * Sports Enthusiast!! Go Gamecocks",10937,1244,2579,1147,NA,"Sheila Salter",2013-10-30 21:59:27,FALSE,FALSE,"sass0412","NC","en","2165541865",32,FALSE,"http://pbs.twimg.com/profile_images/713351720424841216/HPAJ5WaD_normal.jpg",-79.0192997,35.7595731
"marydeb16","I know nothing with any certainty, but the sight of the stars makes me dream‚≠êÔ∏è Ohio lady living in Memphis. OH-IO",15185,321,20715,178,NA,"Buckeye Lady",2014-05-21 03:30:05,FALSE,FALSE,"marydeb16","","en","2556779615",52,FALSE,"http://pbs.twimg.com/profile_images/796704769196834816/SMJqVS36_normal.jpg",NA,NA
"glennyork","",68505,577,101011,206,NA,"Glenn York",2012-02-25 17:35:03,FALSE,FALSE,"glennyork","","en","503308612",81,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png",NA,NA
"tfinefine","Love, smile, laugh: bring that! Hospice care giver, summer-time girl who loves the water,music & sports. Been known to make coffee nervous",25010,994,336,2070,NA,"TFine",2011-04-01 03:47:55,FALSE,FALSE,"tfinefine","317","en","275360777",31,FALSE,"http://pbs.twimg.com/profile_images/743510505369788419/HIS8BVF8_normal.jpg",-97.3813176,31.3610195
"vtology","",26449,216,4884,248,NA,"Jay Dillon",2014-11-23 18:41:26,FALSE,FALSE,"vtology","New England","en","2889554566",18,FALSE,"http://pbs.twimg.com/profile_images/730230857546514432/_DwkH-q4_normal.jpg",-70.8226541,43.9653889
"JeffreyWHills1","American Indian.  Artist / Photographer / Filmmaker / Radio Host / Investigative Reporter / Paralegal / easier to explain what I haven't done.",49415,536,4342,560,NA,"Jeffrey W. Hills",2015-12-09 23:23:06,FALSE,FALSE,"JeffreyWHills1","","en","4431568114",141,FALSE,"http://pbs.twimg.com/profile_images/794690999914287104/DZti19Wu_normal.jpg",NA,NA
"soniafarace","Active, persistent, striving to achieve highest standards of excellence. Interests: #Innovation, #SocialMedia #SupplyChain & topics that stimulate the brain",41164,5889,7283,2207,NA,"Sonia Farace",2009-05-28 23:51:28,FALSE,FALSE,"soniafarace","Calif√≥rnia, USA","pt","43226515",599,FALSE,"http://pbs.twimg.com/profile_images/1227644913/01_TW_Spring-sfarace_600x600_normal.gif",-119.4179324,36.778261
"soccersting07","I like winter weather ?!",41379,919,44579,2133,NA,"Aimee",2008-09-14 15:24:10,FALSE,FALSE,"soccersting07","RacerNation","en","16283777",20,FALSE,"http://pbs.twimg.com/profile_images/802421422257799168/Y5kS7Z1o_normal.jpg",NA,NA
"Rocorganization","Return Our Country stands for a United America, the U.S.A. Constitition and the traditional values our country was founded.",2793,223,2458,337,NA,"rocorganization",2016-09-27 03:27:33,FALSE,FALSE,"Rocorganization","USA","en","780609796596649984",7,FALSE,"http://pbs.twimg.com/profile_images/780842779375087616/0htu0mYV_normal.jpg",-95.712891,37.09024
"RNRKentucky","#Kentucky #RedNationRising account. Grassroots organization for Education, Constitution and Civics. #kypol #kygov #kypolitics",25925,5856,16445,5778,"http://t.co/8XxMGJlGA9","RNR Kentucky",2015-02-03 20:07:14,FALSE,FALSE,"RNRKentucky","Bluegrass State","en","3015178005",116,FALSE,"http://pbs.twimg.com/profile_images/619218620267237376/vLczVpr6_normal.jpg",-84.2700179,37.8393332
"PamFaircloth3","Love me some TRUMP",937,54,4542,133,NA,"Pam Faircloth",2016-11-09 17:57:17,FALSE,FALSE,"PamFaircloth3","Florida/Tennessee! !","en","796411352076066816",0,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_5_normal.png",-90.06248,35.1052506
"ashes222dust","Psalm 9:17 The wicked shall be turned into hell, and all the nations that forget God.",22200,304,7327,51,NA,"ashes222dust",2014-07-01 15:39:25,FALSE,FALSE,"ashes222dust","USA","en","2598174548",50,FALSE,"http://pbs.twimg.com/profile_images/718114059271286784/2xUcVqoI_normal.jpg",-95.712891,37.09024
"PatriotBob2016","#AmericaFirst #MAGA #PJNET #ProLife #NeverHillary #ClintonCash #Trump2016",622,267,157,619,NA,"Bob Tolino",2016-09-04 17:34:37,FALSE,FALSE,"PatriotBob2016","","en","772488046461661185",2,FALSE,"http://pbs.twimg.com/profile_images/782381464365051904/mY86tSA5_normal.jpg",NA,NA
"MeganSmiles","~The 2nd Amendment is my gun permit~ 
 -Conservative Jersey Girl who loves her husband, the #GIANTS & #YANKEES             ŒúŒüŒõŒ©Œù ŒõŒëŒíŒï",75904,12868,1092,10948,NA,"The Media Lies",2011-08-17 13:06:03,FALSE,FALSE,"MeganSmiles","","en","356837905",252,FALSE,"http://pbs.twimg.com/profile_images/795627856361439232/upFDSNdj_normal.jpg",NA,NA
"JerryWact","",83885,446,76272,164,NA,"Jerry",2015-09-16 20:30:24,FALSE,FALSE,"JerryWact","","en","3678420496",130,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png",NA,NA
"FLforTrump16","America First Technologist / Atheist / Western Civilization's Superiority Must Be DEFENDED against savages / #Islam's DNA is Criminal / NO #Muslim is Moderate",9309,98,472,9,NA,"AmericanByChoice",2016-03-05 19:27:16,FALSE,FALSE,"FLforTrump16","","en","706199418358382592",34,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png",NA,NA
"Ron_Sansone","MAKE AMERICA GREAT AGAIN",44510,1469,2929,866,NA,"Ron Sansone",2009-01-12 13:43:34,FALSE,FALSE,"Ron_Sansone","United States","en","18900675",83,FALSE,"http://pbs.twimg.com/profile_images/669782275110776832/tozyq0hl_normal.jpg",-95.712891,37.09024
"MattMolitov","RNR

GET SOME",8366,710,10516,619,NA,"Molitov Matt",2012-07-07 20:13:43,FALSE,FALSE,"MattMolitov","Mckeesport, PA","en","629617708",19,FALSE,"http://pbs.twimg.com/profile_images/798368497390747648/2f6OVBma_normal.jpg",-79.8641232,40.3470671
"_drudgereport_","",1206,42093,2,0,NA,"Drudge Report News",2011-06-30 20:23:10,FALSE,FALSE,"_drudgereport_","","en","326986654",53,FALSE,"http://pbs.twimg.com/profile_images/800793893067485184/uhP5lPpp_normal.jpg",NA,NA
"UK88TL","#ClevelandCavaliers Ì†ºÌøÜ NBA Champs 6-19-2016 ‚óè Indians ‚óè Browns Ì†ΩÌ∞∏ #gab.ai/uk88tl ‚óè Kentucky Wildcats #GoBigBlue ‚óè Fort LauderdaleÔºè954 ‚óè ClevelandÔºè216 Ì†ºÌ∑∫Ì†ºÌ∑∏ ŸÉÿßŸÅÿ±",168249,2102,366,1943,"https://t.co/7sPCxfpI2c","MyPresidentTRUMPÌ†ºÌ∑∫Ì†ºÌ∑∏",2009-04-23 21:58:42,FALSE,FALSE,"UK88TL","E Las Olas, Fort Lauderdale, FL","en","34744730",24,FALSE,"http://pbs.twimg.com/profile_images/804914165760622592/AhameTOb_normal.jpg",-80.1239712,26.1195078
"RedNationRising","Welcome to the Official Red Nation Rising Twitter page! Grassroots organization for Education, Constitution and Civics. #RedNationRising",209532,90687,44069,24918,"https://t.co/RjMf1Jc5B5","RedNationRising",2012-11-11 02:02:13,FALSE,FALSE,"RedNationRising","Everywhere, USA","en","940368062",980,FALSE,"http://pbs.twimg.com/profile_images/649058305072046080/p0xwM_4E_normal.jpg",NA,NA
"BeltwayPundit","",2224,42099,23,20,NA,"Beltway Pundit",2012-05-17 19:48:27,FALSE,FALSE,"BeltwayPundit","Florida, USA","en","583162248",68,FALSE,"http://pbs.twimg.com/profile_images/798945980221685765/MXEWFGsT_normal.jpg",-81.5157535,27.6648274
"drudgeheadlines","",52546,182893,225,1,NA,"Drudge Report",2013-10-04 01:24:17,FALSE,FALSE,"drudgeheadlines","","en","1932657667",673,FALSE,"http://pbs.twimg.com/profile_images/767818279943544834/9lBiS9lJ_normal.jpg",NA,NA
"aqv21","#Conservative - Wife of #USArmy Veteran - Vietnam #ProLife #TCOT #NRA #PJNET #CCOT Mol·πën lab√© #RedNationRising #TheDeplorables #BoycottDolphins #DrainTheSwamp",42822,9449,2377,9382,NA,"AQV The Deplorable",2010-01-24 11:42:58,FALSE,FALSE,"aqv21","Palm Beach, FL","en","107980048",233,FALSE,"http://pbs.twimg.com/profile_images/3302589152/09613289c0d77e51a63ba86fe1b94759_normal.png",-80.0364297,26.7056206
"RNRMississippi","#Mississippi #RedNationRising Account. Our grassroots organization for Education, Constitution, and Civics.",45744,11190,9821,11218,"http://t.co/8XxMGJlGA9","@RNR Mississippi",2015-02-04 21:29:57,FALSE,FALSE,"RNRMississippi","Virtute Et Armis ","en","3018735995",182,FALSE,"http://pbs.twimg.com/profile_images/570329650220380160/014Wtdav_normal.jpeg",NA,NA
"RNRTennessee","Tennessee #RedNationRising account. Grassroots organization for Education, Constitution, and Civics.",13554,5431,6618,5117,"http://t.co/h2xmoSTlpW","RNR Tennessee",2015-02-03 03:04:09,FALSE,FALSE,"RNRTennessee","Tennessee","en","3008665736",240,FALSE,"http://pbs.twimg.com/profile_images/566151266208735232/7vDDJ-Kn_normal.jpeg",-86.5804473,35.5174913
"jleeeide","Christ follower, hopefully truth talker, conservative, political junkie, pushing a God revealed walk. Not just hearing. Argumentative. Block for foul language.",23790,2000,3558,1734,"http://t.co/xSQcsAOkuQ","Jan L Eide",2011-03-23 16:17:43,FALSE,FALSE,"jleeeide","PNW","en","270973788",71,FALSE,"http://pbs.twimg.com/profile_images/769213821034442752/_LAY2Gyg_normal.jpg",17.7948189,50.6411215
"StevenChafin","I'm a Christian conservative father of four who can't afford to be a hypocrite, who only wants a better country for them. God bless America.",7366,518,13051,935,NA,"Steve",2010-04-13 16:00:50,FALSE,FALSE,"StevenChafin","","en","132569061",29,FALSE,"http://pbs.twimg.com/profile_images/463699984886411264/yXPOUusn_normal.png",NA,NA
"uspatrol","USPATROL ... United States Patriots Acting To Retain Our Liberty! I BLOCK LISTS!",21300,2557,4516,4099,NA,"eternal vigilance",2012-08-18 19:42:21,FALSE,FALSE,"uspatrol","","en","766273862",25,FALSE,"http://pbs.twimg.com/profile_images/2518671029/hv7y5y9pvajlv1ba3or9_normal.jpeg",NA,NA
